58187,Dunleavy/Dahlstrom
41009,Dunleavy/Dahlstrom,Pierce/Grunwald
28741,Gara/Cook,Walker/Drygas
21907,Walker/Drygas,Gara/Cook
14366,Gara/Cook
12100,Walker/Drygas
6497,Gara/Cook,Walker/Drygas,Pierce/Grunwald,Dunleavy/Dahlstrom
6467,Dunleavy/Dahlstrom,Pierce/Grunwald,Walker/Drygas,Gara/Cook
5156,Pierce/Grunwald,Dunleavy/Dahlstrom
4933,Walker/Drygas,Gara/Cook,Pierce/Grunwald,Dunleavy/Dahlstrom
4857,Dunleavy/Dahlstrom,Pierce/Grunwald,Gara/Cook,Walker/Drygas
4280,Dunleavy/Dahlstrom,Walker/Drygas
4174,Dunleavy/Dahlstrom,Pierce/Grunwald,Walker/Drygas
3806,Gara/Cook,Walker/Drygas,Dunleavy/Dahlstrom,Pierce/Grunwald
3248,Pierce/Grunwald
2893,Walker/Drygas,Gara/Cook,Dunleavy/Dahlstrom,Pierce/Grunwald
2709,Dunleavy/Dahlstrom,Walker/Drygas,Pierce/Grunwald,Gara/Cook
2498,Walker/Drygas,Dunleavy/Dahlstrom
2191,Gara/Cook,Walker/Drygas,Pierce/Grunwald
2161,Gara/Cook,Walker/Drygas,Dunleavy/Dahlstrom
2158,Dunleavy/Dahlstrom,Walker/Drygas,Gara/Cook,Pierce/Grunwald
2153,Dunleavy/Dahlstrom,Gara/Cook,Pierce/Grunwald,Walker/Drygas
1993,Walker/Drygas,Gara/Cook,Dunleavy/Dahlstrom
1986,Walker/Drygas,Gara/Cook,Pierce/Grunwald
1742,Walker/Drygas,Dunleavy/Dahlstrom,Gara/Cook,Pierce/Grunwald
1629,Dunleavy/Dahlstrom,Gara/Cook
1398,Gara/Cook,Dunleavy/Dahlstrom
1298,Dunleavy/Dahlstrom,Gara/Cook,Walker/Drygas,Pierce/Grunwald
1287,Dunleavy/Dahlstrom,Walker/Drygas,Pierce/Grunwald
1243,Walker/Drygas,Dunleavy/Dahlstrom,Pierce/Grunwald,Gara/Cook
1210,Gara/Cook,Dunleavy/Dahlstrom,Walker/Drygas,Pierce/Grunwald
1044,Gara/Cook,Pierce/Grunwald,Walker/Drygas,Dunleavy/Dahlstrom
1000,Dunleavy/Dahlstrom,Pierce/Grunwald,Gara/Cook
869,Pierce/Grunwald,Dunleavy/Dahlstrom,Walker/Drygas,Gara/Cook
850,Walker/Drygas,Pierce/Grunwald,Gara/Cook,Dunleavy/Dahlstrom
785,Gara/Cook,Dunleavy/Dahlstrom,Pierce/Grunwald,Walker/Drygas
707,Dunleavy/Dahlstrom,Walker/Drygas,Gara/Cook
660,Walker/Drygas,Dunleavy/Dahlstrom,Gara/Cook
617,Walker/Drygas,Pierce/Grunwald
575,Pierce/Grunwald,Dunleavy/Dahlstrom,Walker/Drygas
558,Dunleavy/Dahlstrom,Gara/Cook,Walker/Drygas
539,Walker/Drygas,Pierce/Grunwald,Dunleavy/Dahlstrom,Gara/Cook
533,Gara/Cook,Pierce/Grunwald,Dunleavy/Dahlstrom,Walker/Drygas
519,Walker/Drygas,Dunleavy/Dahlstrom,Pierce/Grunwald
468,Gara/Cook,Pierce/Grunwald
464,Gara/Cook,Dunleavy/Dahlstrom,Walker/Drygas
455,Pierce/Grunwald,Dunleavy/Dahlstrom,Gara/Cook,Walker/Drygas
453,Dunleavy/Dahlstrom,Gara/Cook,Pierce/Grunwald
382,Walker/Drygas,Pierce/Grunwald,Dunleavy/Dahlstrom
325,Pierce/Grunwald,Walker/Drygas
316,Pierce/Grunwald,Walker/Drygas,Dunleavy/Dahlstrom,Gara/Cook
250,Walker/Drygas,Pierce/Grunwald,Gara/Cook
242,Pierce/Grunwald,Walker/Drygas,Dunleavy/Dahlstrom
236,Gara/Cook,Pierce/Grunwald,Walker/Drygas
221,Pierce/Grunwald,Gara/Cook,Dunleavy/Dahlstrom,Walker/Drygas
210,Pierce/Grunwald,Gara/Cook,Walker/Drygas,Dunleavy/Dahlstrom
204,Pierce/Grunwald,Walker/Drygas,Gara/Cook,Dunleavy/Dahlstrom
151,Gara/Cook,Pierce/Grunwald,Dunleavy/Dahlstrom
140,Gara/Cook,Dunleavy/Dahlstrom,Pierce/Grunwald
138,Pierce/Grunwald,Gara/Cook
114,Pierce/Grunwald,Dunleavy/Dahlstrom,Gara/Cook
77,Pierce/Grunwald,Walker/Drygas,Gara/Cook
46,Pierce/Grunwald,Gara/Cook,Walker/Drygas
45,Pierce/Grunwald,Gara/Cook,Dunleavy/Dahlstrom
